R,G,B,x,y
251.68,225.4,218.61,493.47,290.32
254.99,110.32,91.367,202.35,125.11
134.61,80.722,115.05,90.183,177.78
185.65,175.28,203.55,-15.072,206.43
255,110.35,100.95,202.39,146.42
232.13,222.43,233.66,340.75,348.35
184.63,205.55,186.86,477.3,259.66
210.59,101.25,133.57,167.88,219.04
96.922,149.62,133.07,351.13,217.89
138.13,120.45,39.721,240.6,10.135
115.22,75.642,49.29,70.863,31.457
218.06,235.67,207.54,502.29,98.28
68.972,70.555,115.67,51.715,179.23
250.91,226.03,244.54,-10.227,348.05
255,255,255,309.4,369.91
102.94,79.872,53.192,86.982,40.117
203.44,197.93,220.78,290.77,340.17
172.01,153.29,185.37,322.46,319.59
162.72,134.78,85.752,294.86,112.6
184.06,121.27,191.47,3.0007,283.49
240.39,112.59,127.66,210.94,205.96
95.136,75.417,79.185,70.037,97.997
206.94,113.46,71.596,214.15,81.18
161.25,66.427,161.43,36.117,280.99
100.12,127.98,46.515,269.02,25.378
231.49,96.311,105.11,149.24,155.61
200.86,109.36,52.273,198.66,38.13
251.65,111.3,84.258,206.08,109.28
162.55,130.14,146.77,277.28,248.38
203.18,188.92,146.58,464.38,209.41
203.16,174.1,197.75,344.59,326.49
241.91,248.79,238.89,513.84,85.775
253.66,236.75,234.69,503.22,312.48
229.01,96.972,97.285,151.77,138.19
117.27,141.26,53.442,319.47,40.724
226.81,227.38,233.75,401.73,348.4
225.94,234.55,206.45,501.27,110.37
254.98,254.96,254.98,103.88,364.59
198.42,120.87,73.452,242.26,85.224
187.37,95.727,74.454,147.05,87.406
232.94,217.67,239.81,99.232,352.39
189.23,210.09,171.73,480.93,182.33
191.33,166.59,43.663,415.29,18.953
154.2,143.59,62.01,328.36,59.859
129.53,134.55,162.5,293.98,283.47
230.58,172.82,166.21,439.01,291.77
211.89,97.022,123.14,151.93,195.87
163.79,93.094,71.641,12.615,1.9204
107.78,156.88,132.61,378.54,216.84
137.14,64.533,40.617,28.811,12.136
182.46,71.1,167.34,53.779,294.22
206.35,109.6,49.181,199.5,31.195
244.52,247.15,248.79,421.88,358.47
78.317,126.08,35.35,261.81,0.42705
232.79,231.58,237.19,400.12,350.66
142.89,93.438,81.695,12.544,27.775
163.84,155.64,176.43,373.78,314.34
189.21,207.87,138.15,479.1,77.542
192.41,160.95,67.452,394.08,71.975
233.05,115.94,130.94,223.58,213.16
184.1,152.85,54.467,363.46,43.056
204.04,98.272,130.54,156.72,212.24
94.896,75.005,120.55,68.407,189.99
134.25,151.34,145.32,357.75,245.17
90.894,74.98,133.47,18.912,200.02
253.77,253.77,253.77,20.05,375.73
215.15,181.86,211.64,-17.241,229.04
179.85,191.19,225.07,168.12,342.83
119.24,140.15,95.342,315.28,133.91
131.02,132.94,169.34,287.87,298.68
99.078,73.278,128.05,61.896,206.75
135.03,87.916,38.656,117.44,7.811
168.1,149.97,47.194,352.56,26.823
255,255,255,353.01,365.67
146.59,159.47,169.73,388.46,299.52
210.42,146.76,193.53,-5.5854,241.85
175.05,134.96,72.825,295.42,83.819
165.6,82.753,106.86,97.814,159.61
210.74,205.35,226.15,281.24,343.56
255,110.79,113.1,203.99,173.46
104.88,72.348,62.354,58.421,60.574
201.13,98.583,191.16,39.453,322.76
111.57,187.14,121.26,462.97,152.43
199.92,88.548,93.55,119.82,129.89
156.85,109.04,162.63,197.47,283.72
230.57,165.25,217.88,-11.698,308.43
168.56,134.03,81.825,291.92,103.84
175.61,172.64,214.15,188.14,336.12
97.533,144.53,118.45,331.9,185.39
168.4,117.7,109.68,4.2589,31.272
255,255,255,413.19,366.21
248.55,104.26,86.471,179.36,114.26
202.2,101.08,146.35,167.37,247.44
150.52,135.89,104.44,299.06,154.26
98.074,75.748,114.79,71.209,177.25
183.98,154.87,39.298,371.01,9.2796
212.33,109.69,44.658,199.81,21.127
132.7,140.77,130.76,317.55,212.77
150.37,169.49,179.79,414.36,316.53
132.43,63.564,51.943,24.998,37.363
112.63,152.6,138.13,362.45,229.14
214.41,197.27,157.94,470.79,205.92
101.68,78.997,68.448,83.608,74.18
206.9,112.82,36.796,211.71,3.658
171.7,212.67,152.41,483.01,89.656
150.55,157.3,77.898,380.2,95.112
189.98,160.65,60.702,392.94,56.888
80.145,126.84,39.115,264.72,8.8413
207.23,191.53,192.58,455.85,323.36
184.44,87.33,127.75,115.2,206.1
228.2,236.58,219.51,503.08,182.84
254.99,254.97,254.98,6.8419,364.16
255,255,255,483.34,372.38
148.17,81.041,129.86,91.376,210.69
226.66,190.25,187.6,465.33,312.15
153.86,80.855,160.95,90.644,279.92
152.88,126.9,58.531,264.98,51.989
143.93,128.62,57.702,271.41,50.193
111.82,164.28,90.112,406.64,122.25
176.57,126.01,66.635,261.67,70.178
155.71,121.97,140.41,2.7642,116.13
254.56,114.73,102.03,218.97,148.85
210.26,105.25,144.01,183.05,242.26
220.38,117.94,77.625,231.27,94.505
218.27,181.15,163.62,458.49,276.19
117.16,72.148,53.881,57.707,41.729
181.93,111.61,62.952,207.28,61.899
153.59,66.925,37.048,38.005,4.2457
176.71,151.12,47.456,356.92,27.392
146.92,79.059,139.74,83.862,232.69
102.97,72.547,70.021,59.215,77.622
143.66,155.53,169.71,373.57,299.49
187.08,157.83,64.81,382.19,66.066
159.64,145.47,59.383,335.4,53.981
89.733,104.18,168.05,179.03,295.8
243.77,116.55,123.69,225.82,197.05
193.43,126.33,77.231,262.88,93.635
218.99,110.96,73.562,204.76,85.526
239.63,239.63,239.63,174.58,378.49
165.3,76.991,160.95,75.917,279.97
212.44,205.92,207.59,458.31,330.95
79.268,66.938,125.18,38.018,200.33
249.73,101.57,114.87,169.11,177.42
210.15,198.77,96.134,471.97,13.962
183.4,178.09,181.35,442.4,317.34
197.74,168.05,54.335,420.95,42.737
144.53,135.75,143.94,298.48,242.04
136.89,193.6,112.3,467.95,95.559
255,255,255,497.06,366.35
141.84,91.214,55.19,130.04,44.659
